band,tract,patch,patch_s,skymap_id,ra2000,dec2000,llcra,llcdec,ulcra,ulcdec,urcra,urcdec,lrcra,lrcdec,seeing,ellipticity,ellipticity_pa,zeropt,sep_center_deg
HSC-G,15734,800,"8,0",157340800,50.71668393332473,41.6481267321509,50.845980026785064,41.55352346521597,50.84336486806643,41.74480210065498,50.58700784939831,41.74258468280473,50.59039383209503,41.55132109520552,0.7171156,0.015367866,-63.441414,27.0,0.5890171087433197
HSC-G,15734,801,"8,1",157340801,50.713784689045575,41.832407783924005,50.8434928028369,41.73547106684926,50.84079824132094,41.93142931411802,50.5836847066699,41.92919717425552,50.58717349315949,41.73325438403311,0.7127392,0.029867774,-58.880894,27.0,0.6540384704049274
HSC-G,15734,802,"8,2",157340802,50.71083149619664,42.019033223067666,50.84092693251574,41.922097689058546,50.83821641557662,42.11806627335287,50.58034188811472,42.11581937096493,50.58385132965932,41.91986628626026,0.7036792,0.032785587,-70.15914,27.0,0.7608203495777647
HSC-G,15734,803,"8,3",157340803,50.7078607918565,42.20566650754543,50.83834586992376,42.10873425507854,50.835619255435454,42.30470901700749,50.576979218490465,42.30244731174676,50.58050949904024,42.10648809177648,0.6940075,0.049308192,-82.174,27.0,0.8942064419110368
HSC-I,15548,3,"0,3",155480003,49.6306436343167,40.718287280519455,49.75519545121991,40.619169207332504,49.75847024510384,40.81513015897159,49.50571379509786,40.817276478606104,49.503184565305176,40.62130068306092,0.66287374,0.18088011,88.147675,27.0,0.8292432484293666
HSC-I,15548,4,"0,4",155480004,49.633415289441615,40.90492574976653,49.75831386312375,40.80579860385346,49.761607165857754,41.00176154581131,49.50813654310912,41.00392203775629,49.505593016158706,40.8079442157734,0.65755284,0.14812683,83.59516,27.0,0.652034353506284
HSC-I,15548,5,"0,5",155480005,49.636202633145714,41.09156415178785,49.761449898772106,40.992429994966535,49.764761867696585,41.18839076712123,49.51057302614022,41.190565465544786,49.508015080469775,40.99458977748265,0.634205,0.08270238,89.463394,27.0,0.4820056977273118
HSC-I,15548,6,"0,6",155480006,49.63900579899839,41.27819852450039,49.7646037079706,41.179059418649075,49.767934502214224,41.37501386113499,49.51302336131394,41.37720279998337,49.51045087397923,41.18123340594065,0.6277539,0.06416817,-83.81498,27.0,0.3304365630653169
HSC-I,15548,7,"0,7",155480007,49.641824922089405,41.46482490631916,49.76777544222738,41.36568291310989,49.77112522273241,41.56162686684715,49.51548766708843,41.563830079848266,49.51290051374362,41.367871139134195,0.62773436,0.056848455,-76.30705,27.0,0.23605347987368808
HSC-I,15548,8,"0,8",155480008,49.64462459894588,41.64910674623518,49.770965254777195,41.55229651729354,49.77425373671777,41.743561053546735,49.51790393067516,41.74577821611541,49.51536411815386,41.5544990157893,0.6290295,0.07119675,-68.53778,27.0,0.2669942772824052
HSC-I,15548,103,"1,3",155480103,49.38747742434308,40.720092888612584,49.51547862555151,40.6212094135634,49.51804423185943,40.81718457347485,49.25908990533179,40.81883895382083,49.25728833959944,40.62285235162571,0.66928035,0.10940216,-87.35747,27.0,0.8981493539568614
HSC-I,15548,104,"1,4",155480104,49.38956292718457,40.90674330695795,49.51792171582575,40.80785234094732,49.52050182482519,41.00382952574953,49.26081562538625,41.0054948306952,49.25900387468885,40.809506175758024,0.66529125,0.105010726,78.100365,27.0,0.7376753038852374
HSC-I,15548,105,"1,5",155480105,49.3916602362507,41.09339368702718,49.52037861526257,40.994497295854515,49.52297335026238,41.19047234519915,49.26255112996424,41.19214860109169,49.26072910769076,40.996162053943,0.64690655,0.08738063,71.33897,27.0,0.5927376887087432
HSC-I,15548,106,"1,6",155480106,49.39376945207457,41.28004006654851,49.52284944126571,41.18114031604656,49.5254589269764,41.37710906984492,49.26429650251386,41.37879630286069,49.262464121068504,41.182816023768666,0.64381254,0.04751672,78.58439,27.0,0.4776960088102253
HSC-I,15548,107,"1,7",155480107,49.39589067633392,41.46667848375113,49.525334312573435,41.36777743951977,49.527958675127294,41.56373573847244,49.26605182743479,41.565433974619594,49.26420899822302,41.369464123060304,0.6433213,0.025399432,86.788925,27.0,0.4180039945937503
HSC-I,15548,108,"1,8",155480108,49.39799726999989,41.65097223647161,49.52783334927755,41.5544047050095,49.53040969004192,41.74568327740107,49.26777293299985,41.74739226648441,49.26596382350603,41.55610239038494,0.6309836,0.04822635,-62.854244,27.0,0.43623060982089357
HSC-I,15548,203,"2,3",155480203,49.14120607141613,40.72140140657737,49.269583758722,40.622787152304646,49.27142171307025,40.81877330040656,49.01244339244664,40.819876307281966,49.01136969046614,40.62388253009131,0.65655535,0.11154956,-89.47703,27.0,0.998223979555333
HSC-I,15548,204,"2,4",155480204,49.14259650648329,40.90806048480325,49.27133394475328,40.80944054399363,49.27318228973759,41.00542874373213,49.01347189215147,41.00653903453733,49.01239211966261,40.81054318713585,0.6446131,0.09289097,76.871185,27.0,0.8566996519698308
HSC-I,15548,205,"2,5",155480205,49.14399481366546,41.09471954573981,49.27309402453272,40.99609598868228,49.27495284851258,41.19208207953407,49.014506223695854,41.193199671840304,49.01342032907115,40.99720591487272,0.64498997,0.079732955,63.484097,27.0,0.7355952355921372
HSC-I,15548,206,"2,6",155480206,49.14540106000414,41.28137462697862,49.27486408218845,41.182749523965505,49.276733474527845,41.378729345669505,49.01554643682204,41.379854256934195,49.01445436784685,41.18386675078114,0.6432624,0.054566637,48.965042,27.0,0.6464914216338955
HSC-I,15548,207,"2,7",155480207,49.14681531330423,41.46802176661428,49.276644202804874,41.369397187675375,49.27852425388694,41.56536658076256,49.01659258183955,41.566498828331,49.015494285703824,41.370521732579256,0.6438073,0.019196227,18.44313,27.0,0.6037240049134135
HSC-I,15548,208,"2,8",155480208,49.14821981291039,41.65232415293681,49.27843447243667,41.55603501838563,49.28028012267324,41.74732444589052,49.01761833311166,41.74846386295027,49.01654013292306,41.557166898728646,0.64817107,0.041335974,-35.914757,27.0,0.6164839593174325
HSC-I,15548,305,"3,5",155480305,48.89631087858891,41.095515097950525,49.02578616743169,40.99716627387781,49.026908872016506,41.19315975704575,48.76644760278123,41.19371855177137,48.76609795755687,40.997721235463246,0.6301074,0.06864836,70.14231,27.0,0.8947361292564289
HSC-I,15548,306,"3,6",155480306,48.89701399733805,41.282175400631616,49.026855258343794,41.18382684904028,49.027984346560935,41.379814080738825,48.76678253917453,41.380376535023586,48.76643090580952,41.18438546101666,0.62188894,0.05804861,43.3604,27.0,0.8230416144182473
HSC-I,15548,307,"3,7",155480307,48.89772111976908,41.46882777414244,49.02793042761079,41.37048156946866,49.02906595406013,41.566458390115265,48.76711938563749,41.56702451263335,48.76676574712613,41.371043840569,0.62932056,0.03985099,16.733498,27.0,0.7898881872373308
HSC-I,15548,308,"3,8",155480308,48.89842336560753,41.65313534103981,49.02901172721776,41.55712647362857,49.03012647648474,41.74842316867189,48.76744966562165,41.74899287601656,48.767102497698,41.55769241252989,0.6331778,0.022126002,-25.286709,27.0,0.7996798897935112
HSC-I,15549,205,"2,5",155490205,51.08994075961144,41.09471954573981,51.2190399704787,40.996095988682285,51.22089879445855,41.19208207953407,50.96045216964183,41.193199671840304,50.959366275017125,40.99720591487272,0.63606036,0.12366429,-61.626133,27.0,0.9520206490609971
HSC-I,15549,206,"2,6",155490206,51.09134700595012,41.28137462697861,51.220810028134416,41.182749523965505,51.22267942047382,41.37872934566951,50.961492382768014,41.379854256934195,50.96040031379281,41.18386675078114,0.652046,0.10173695,-62.09492,27.0,0.8861330732554042
HSC-I,15549,207,"2,7",155490207,51.0927612592502,41.468021766614285,51.22259014875085,41.36939718767538,51.224470199832915,41.56536658076256,50.962538527785526,41.56649882833101,50.96144023164981,41.37052173257925,0.6870161,0.07046348,-66.55093,27.0,0.8566202985501921
HSC-I,15549,208,"2,8",155490208,51.09416575885637,41.65232415293681,51.22438041838264,41.55603501838563,51.22622606861921,41.74732444589053,50.963564279057636,41.74846386295027,50.96248607886904,41.557166898728646,0.6586626,0.05472709,-58.2451,27.0,0.8668188960057404
HSC-I,15549,304,"3,4",155490304,50.841557675560985,40.908850828085285,50.9706690494215,40.810503806259085,50.971785424358195,41.006499380520026,50.71206050620307,41.00705452441672,50.71171283230552,40.81105512624356,0.6471642,0.138555,-66.48173,27.0,0.9014468970800242
HSC-I,15549,305,"3,5",155490305,50.84225682453489,41.095515097950525,50.97173211337766,40.997166273877816,50.97285481796248,41.19315975704575,50.712393548727206,41.19371855177137,50.71204390350285,40.997721235463246,0.6253842,0.1068647,-62.754986,27.0,0.7885522867811681
HSC-I,15549,306,"3,6",155490306,50.84295994328402,41.282175400631616,50.97280120428977,41.18382684904028,50.97393029250691,41.379814080738825,50.71272848512052,41.38037653502359,50.712376851755494,41.18438546101666,0.6325655,0.078403324,-57.636982,27.0,0.7076081062047866
HSC-I,15549,307,"3,7",155490307,50.84366706571506,41.46882777414245,50.97387637355676,41.37048156946866,50.9750119000061,41.566458390115265,50.713065331583465,41.56702451263336,50.7127116930721,41.371043840569,0.6439605,0.053468708,-53.40163,27.0,0.6702879911657569
HSC-I,15549,308,"3,8",155490308,50.84436931155349,41.653135341039814,50.97495767316373,41.557126473628585,50.976072422430704,41.748423168671906,50.71339561156762,41.748992876016565,50.71304844364397,41.55769241252988,0.64562076,0.03321861,-43.263683,27.0,0.6832839257821339
HSC-I,15549,403,"4,3",155490403,50.59456380707373,40.72244823594191,50.72368040057723,40.62437805712517,50.72406252049347,40.820375285646655,50.46506500283148,40.82037521669897,50.46544730475102,40.62437798865435,0.65804297,0.13883376,-76.12931,27.0,0.9264077426158336
HSC-I,15549,404,"4,4",155490404,50.59456372015966,40.90911424241964,50.72404427301487,40.81104200095094,50.72442855344127,41.00704130808733,50.464698795542525,41.00704123868429,50.465083259001275,40.81104193202593,0.64934224,0.12673661,-70.185844,27.0,0.7731462664535624
HSC-I,15549,405,"4,5",155490405,50.59456363275349,41.09578024840203,50.72441020264544,40.99770802347418,50.72479666195722,41.193705248525845,50.46433051169686,41.193705178666384,50.46471715507881,40.99770795409393,0.6377623,0.086376265,-68.40348,27.0,0.6379386681620864
HSC-I,15549,406,"4,6",155490406,50.59456354485101,41.28244229137139,50.72477820696418,41.184372162121875,50.72516686374557,41.38036314465409,50.46396013358179,41.3803630743371,50.464348975479986,41.184372092285265,0.6275965,0.0774235,-66.98974,27.0,0.5346633718449886
HSC-I,15549,407,"4,7",155490407,50.59456345644799,41.46909640931477,50.72514830366533,41.37103045456061,50.72553917671247,41.567011034933365,50.46358764328264,41.56701096415777,50.46397870250218,41.37103038426653,0.63192815,0.055612344,-62.449585,27.0,0.48419891927637226
HSC-I,15549,408,"4,8",155490408,50.594563368654626,41.65340570288029,50.72552051064488,41.55767893920126,50.72590423181526,41.748979312971734,50.46322241430452,41.748979241748,50.46360631824084,41.55767886844864,0.6350288,0.033163823,-62.48445,27.0,0.5020443891533957
HSC-I,15549,503,"5,3",155490503,50.34826515244793,40.72218642265363,50.477744082936916,40.62439103398222,50.4773981817374,40.82038835288783,50.21840546540182,40.819836713145726,50.2195157460503,40.62384320981736,0.65759945,0.1649293,-78.49742,27.0,0.844430601674631
HSC-I,15549,504,"5,4",155490504,50.34756976590584,40.9088506963465,50.47741469965355,40.81105506388282,50.47706684272307,41.00705446162343,50.2173419269884,41.00649917892894,50.21845848493655,40.81050360605657,0.6530593,0.1285534,-72.929344,27.0,0.6727477996461189
HSC-I,15549,505,"5,5",155490505,50.34687044212936,41.09551496534348,50.47708345416378,40.99772117269059,50.47673362486876,41.19371848856511,50.21627235807456,41.193159554128954,50.21739524670838,40.99716607235294,0.6351149,0.085078046,-73.28543,27.0,0.5116670806245408
HSC-I,15549,506,"5,6",155490506,50.34616714758517,41.2821752671542,50.47675033063059,41.184385397831086,50.47639851214824,41.3803764714034,50.21519670722381,41.37981387649312,50.21632598053634,41.18382664618984,0.6215622,0.074603945,-72.65365,27.0,0.37510754447874306
HSC-I,15549,507,"5,7",155490507,50.3454598483581,41.46882763979263,50.47641531303682,41.37104377696954,50.476061488352514,41.56702444859827,50.21411492241296,41.56645818453752,50.21525063501306,41.370481365289486,0.6183412,0.05093509,-70.24515,27.0,0.29881921119351285
HSC-I,15549,508,"5,8",155490508,50.3447574269429,41.65313520582644,50.47607838518267,41.55769234851554,50.47573103449253,41.748992811575974,50.21305422613335,41.748422961792386,50.21416915814492,41.55712626811751,0.6198846,0.047580898,-72.61513,27.0,0.32695062635449196
HSC-I,15549,603,"6,3",155490603,50.101975601336456,40.72140114484772,50.23181207106845,40.623882337728176,50.23073818710373,40.81987611357902,49.971759871279644,40.81877296884108,49.97359800756972,40.62278682303244,0.6620786,0.18402308,-81.9423,27.0,0.7984853584961521
HSC-I,15549,604,"6,4",155490604,50.10058499247981,40.90806022134142,50.23078946857811,40.81054299349679,50.22970951307625,41.00653883955522,49.969999120330456,41.00542840997713,49.971847648284935,40.809440212537474,0.6543104,0.14223611,-78.56304,27.0,0.6140934197556536
HSC-I,15549,605,"6,5",155490605,50.09918651052439,41.09471928054158,50.22976108489613,40.99720571995464,50.22867500622086,41.19319947557592,49.968228386285745,41.19208174358425,49.97008739427282,40.996095655036875,0.63246405,0.0877699,-76.78556,27.0,0.43165720448752504
HSC-I,15549,606,"6,6",155490606,50.09778008842029,41.281374360039834,50.228726870859035,41.18386655458094,50.22763461678685,41.379854059384485,49.96644758400438,41.37872900751967,49.96831716139695,41.18274918812556,0.6197595,0.07112125,-75.6815,27.0,0.2554062256821398
HSC-I,15549,607,"6,7",155490607,50.09636565835415,41.46802149793081,50.22768677674426,41.37052153509387,50.226588294456185,41.56649862949292,49.9646566273744,41.56536624040742,49.96653686456445,41.36939684963564,0.6211456,0.05786324,-74.26875,27.0,0.11755779720045058
HSC-I,15549,608,"6,8",155490608,50.09496098320118,41.6523238825264,50.22664075226234,41.55716669995504,50.225562369327584,41.74846366285307,49.96290058477324,41.747324103380265,49.964746417712185,41.55603467814091,0.6229753,0.06505889,-72.81151,27.0,0.1772631246713463
HSC-I,15549,703,"7,3",155490703,49.85570425409743,40.72009249605706,49.985893426409135,40.62285202887215,49.98409167873244,40.81883862881939,49.725137359402744,40.817184110651965,49.72770314759142,40.62120895394147,0.6658341,0.16812319,89.37053,27.0,0.7948419536848825
HSC-I,15549,704,"7,4",155490704,49.85361857751476,40.906742911804514,49.98417771806385,40.80950585086376,49.9823657843937,41.005494503547574,49.72267959221391,41.00382905987051,49.7252598841218,40.807851878277056,0.66651237,0.14266296,-86.00304,27.0,0.6093549650010396
HSC-I,15549,705,"7,5",155490705,49.85152109372423,41.093393289269535,49.98245231082682,40.99616172690282,49.98063010454352,41.192148271792696,49.720207891566425,41.1904718762566,49.72280281051104,40.99449683012846,0.64036727,0.07986599,-79.77052,27.0,0.4248940007589383
HSC-I,15549,706,"7,6",155490706,49.84941170218434,41.2800396661804,49.98071712222645,41.18281569457737,49.978884555725344,41.3787959714052,49.71772213864648,41.37710859783153,49.72033180934718,41.18113984725738,0.62877506,0.06809908,-77.68791,27.0,0.24380294744521888
HSC-I,15549,707,"7,7",155490707,49.847290301208915,41.46667808076635,49.97897206885341,41.36946379171277,49.977129053531,41.56543364100247,49.71522221328545,41.56373526338096,49.717846761883514,41.367776967660106,0.6232623,0.059615284,-77.91132,27.0,0.08957836531671973
HSC-I,15549,708,"7,8",155490708,49.845183532046086,41.65097183089679,49.977217066347414,41.55610205687605,49.9754077741486,41.747391930754866,49.71277102461594,41.74568279930146,49.71534754801968,41.554404230072095,0.62344515,0.07409973,-71.64591,27.0,0.1600625673175631
HSC-I,15549,803,"8,3",155490803,49.612538051971626,40.7182867588192,49.73999720744147,40.62130022995534,49.737467795764445,40.81727602234492,49.484711355095556,40.81512956822576,49.487986330781354,40.61916862067211,0.6628959,0.16079783,88.76857,27.0,0.8333117401594028
HSC-I,15549,804,"8,4",155490804,49.60976622317216,40.90492522461387,49.737588583389176,40.80794375966264,49.73504487352673,41.00392157848227,49.48157426019455,41.001760951164854,49.48486774575724,40.80579801330239,0.65566957,0.14579442,82.61805,27.0,0.6587552766389054
HSC-I,15549,805,"8,5",155490805,49.60697870481105,41.09156362317445,49.73516634490075,40.99458931835945,49.73260821528191,41.19056500325067,49.47841938322227,41.18839016856476,49.4817315360109,40.99242940051534,0.6339417,0.081664644,87.995865,27.0,0.49313763112578135
HSC-I,15549,806,"8,6",155490806,49.6041753633105,41.27819799241792,49.73273037622716,41.18123294379772,49.73015770389873,41.37720233466197,49.47524657257642,41.375013258659166,49.4785775517285,41.17905882028832,0.6294136,0.06370705,-85.00925,27.0,0.34941223898752066
HSC-I,15549,807,"8,7",155490807,49.60135606357233,41.46482437075936,49.73028056030333,41.36787067396432,49.72769322091065,41.563829611492366,49.47205567492674,41.561626260442694,49.47540564139343,41.36568231083026,0.62996125,0.054513585,-77.439835,27.0,0.2658326506892648
HSC-I,15549,808,"8,8",155490808,49.59855621128782,41.64910620723347,49.72781677872989,41.55449854758528,49.72527678356556,41.74577774479402,49.468926987264005,41.743560443302975,49.472215651762504,41.55229591108572,0.6306723,0.06887424,-67.80452,27.0,0.29707079673362247
HSC-I,15733,0,"0,0",157330000,50.71971772301171,41.64812727113405,50.84600792324025,41.551321701339994,50.849393717976795,41.74258529308051,50.593036689566816,41.7448025720011,50.590421718895975,41.55352393336333,0.63963073,0.033309992,-51.60267,27.0,0.5912251052970193
HSC-I,15733,1,"0,1",157330001,50.72261678563589,41.832408326447855,50.84922808341068,41.733254994106616,50.85271667623426,41.929197788582925,50.59560313175481,41.93142978859362,50.5929087639957,41.73547153803913,0.6473306,0.010590301,-87.75377,27.0,0.6597962944468986
HSC-I,15733,2,"0,2",157330002,50.72556979345036,42.01903376918686,50.85255006249422,41.91986690038482,50.856059309227035,42.11581998935512,50.59818477184921,42.11806675096659,50.595474449813736,41.92209816337748,0.6641446,0.05785892,83.99677,27.0,0.7690477153501935
HSC-I,15733,3,"0,3",157330003,50.72854031165952,42.20566705726983,50.855891707605686,42.10648870996328,50.859421792187874,42.302447934210846,50.60078174523834,42.30470949776791,50.59805532681065,42.10873473253516,0.6742116,0.08767024,-79.49138,27.0,0.9039989609205652
HSC-I,15733,100,"1,0",157330100,50.47309414045081,41.6499926971889,50.602890221461024,41.553429633994625,50.60554280131946,41.74470762830406,50.34289864283642,41.74641670708863,50.34103599816843,41.55512711394945,0.62123364,0.046196345,-70.170006,27.0,0.414530452671466
HSC-I,15733,101,"1,1",157330101,50.47527551774263,41.83428600722422,50.605413035892056,41.735376625815256,50.60814615464233,41.93133421451941,50.344726721882246,41.93305464099718,50.34280752137078,41.7370851380375,0.63517016,0.02579026,-80.335205,27.0,0.5075495861340046
HSC-I,15733,102,"1,2",157330102,50.47749748739339,42.02092389387321,50.60801562197179,41.92200262086339,50.61076492434744,42.11797054478017,50.34656562764911,42.11970235018898,50.34463506159234,41.92372247921351,0.6520643,0.084508635,75.20678,27.0,0.643197509046012
HSC-I,15733,103,"1,3",157330103,50.47973263436896,42.20756966000485,50.610633617609594,42.10863855799545,50.613399247768136,42.30461265774133,50.348415456599994,42.30635587319136,50.34647342374163,42.11036979371778,0.68815374,0.10523016,-89.95867,27.0,0.7996763985982744
HSC-I,15733,104,"1,4",157330104,50.481981076232735,42.39421934378612,50.61326716005771,42.29528047591715,50.61604926387368,42.49125659130748,50.35027630634726,42.49301124778432,50.34832270422466,42.29702312012819,0.7000077,0.105817266,82.0787,27.0,0.9669262462128811
HSC-I,15733,200,"2,0",157330200,50.22332047845733,41.65134456713953,50.353505918291845,41.5550597501026,50.35540618501667,41.74634888293468,50.09273699189733,41.74748835980831,50.091626885607646,41.55619149347618,0.62576103,0.054302387,-70.89339,27.0,0.2471700086729623
HSC-I,15733,201,"2,1",157330201,50.22477483828668,41.83564675859803,50.355313223063334,41.73701733636794,50.35727118790325,41.93298636650246,50.093826498120706,41.934133409436306,50.09268268495643,41.738156435486985,0.63846564,0.05704872,-83.50507,27.0,0.38321725050546124
HSC-I,15733,202,"2,2",157330202,50.2262562625336,42.02229366378875,50.35717767624499,41.923654227265345,50.35914723613758,42.11963362411366,50.09492245738892,42.12078825394054,50.09377187002478,41.924800891400686,0.6577936,0.106645286,82.71991,27.0,0.5504067753438886
HSC-I,15733,203,"2,3",157330203,50.22774647317016,42.20894847321071,50.359053169884405,42.11030109025084,50.36103442813006,42.3062866943006,50.09602492720266,42.30744893176831,50.0948675052808,42.11145534023963,0.66585076,0.13838482,-88.10685,27.0,0.7271362389829752
HSC-I,15733,204,"2,4",157330204,50.22924554859549,42.39560722493084,50.36093980233368,42.29695396390745,50.3629328634634,42.49294161484825,50.09713396574778,42.49411148062159,50.09596964819107,42.29811582050165,0.69059706,0.12656869,87.87549,27.0,0.9078523004636784
HSC-I,15733,300,"3,0",157330300,49.97352782711617,41.65215572733153,50.10409775092937,41.556151073268154,50.1052454878579,41.747447663393565,49.8425612721667,41.74801740064761,49.8422038308499,41.556716943681394,0.6216537,0.071987316,-72.91488,27.0,0.14148459875929925
HSC-I,15733,301,"3,1",157330301,49.97425500316149,41.83646324807859,50.10518934000826,41.738115752563985,50.10637192639512,41.934092442795006,49.842912080579424,41.93466596316946,49.842543785961354,41.73868530093627,0.6367845,0.09421839,-78.113625,27.0,0.3252325253930846
HSC-I,15733,302,"3,2",157330302,49.974995711592534,42.023115564838456,50.10631544650485,41.9247599382884,50.10750503670462,42.120747016328544,49.84326496687596,42.12132433024156,49.84289449096203,41.92533326925904,0.65271324,0.13581698,-84.4738,27.0,0.511729077934253
HSC-I,15733,303,"3,3",157330303,49.97574081345069,42.20977580068289,50.10744822181965,42.1114141161938,50.10864487823588,42.30740742244453,49.843619949572435,42.30798854027179,49.84324727292643,42.1119912401831,0.6639054,0.16170332,-84.37727,27.0,0.6983172248132182
HSC-I,15733,304,"3,4",157330304,49.97649034794066,42.39643999361873,50.108587725366995,42.29807432478101,50.10979151114666,42.494069698847895,49.84397704740572,42.49465463092358,49.84360215035979,42.29865525216677,0.6813762,0.14558461,-86.41988,27.0,0.8849400832509954
HSC-I,15733,400,"4,0",157330400,49.7237256806119,41.652426079869365,49.85467516879497,41.55670347198334,49.85507024504216,41.74800383689073,49.59238102227989,41.748003765663235,49.59277628670146,41.55670340123927,0.6209189,0.078783564,-71.268585,27.0,0.2204941203458331
HSC-I,15733,401,"4,1",157330401,49.7237255897018,41.83673537685185,49.85505091771754,41.73867174167612,49.85545799000585,41.93465230934686,49.591993092633736,41.934652237646425,49.5924003588101,41.73867167047226,0.6310968,0.11140414,-69.79083,27.0,0.3665737474791699
HSC-I,15733,402,"4,2",157330402,49.7237254970999,42.02338949727153,49.85543854838104,41.925319619945626,49.85584803163109,42.12131058610524,49.59160286523211,42.12131051393052,49.59201254351857,41.92531954826887,0.6469351,0.16342133,-74.17921,27.0,0.5389505129406653
HSC-I,15733,403,"4,3",157330403,49.72372540394873,42.210051541726806,49.85582847468917,42.11197750056835,49.85624039038363,42.307974705574686,49.59121031959962,42.307974632924434,49.591622431488986,42.11197742841737,0.65426403,0.16200107,-77.35437,27.0,0.7185049611725537
HSC-I,15733,404,"4,4",157330404,49.72372531024338,42.39671754820453,49.856220717095496,42.29864142200359,49.85663508697299,42.494640705419705,49.59081543501674,42.494640632292565,49.59123000225806,42.2986413493771,0.67485046,0.13599366,-82.15891,27.0,0.9009569065368238
HSC-I,15733,500,"5,0",157330500,49.47392353529472,41.65215559212284,49.60524762458745,41.556716879674816,49.60488999509574,41.74801733620365,49.342205781908646,41.7474474565032,49.343353706989554,41.55615086778194,0.627648,0.06278461,-65.8366,27.0,0.3832674263741819
HSC-I,15733,501,"5,1",157330501,49.4731961774396,41.83646311198154,49.60490749050668,41.738685236513646,49.604539002,41.93466589829756,49.34107915871069,41.934092234530894,49.342261938962785,41.73811554574219,0.63219905,0.106246114,-62.84233,27.0,0.482345749755958
HSC-I,15733,502,"5,2",157330502,49.47245528381541,42.02311542783938,49.60455660087744,41.92533320440858,49.604185929926565,42.12132426494055,49.33994586264678,42.120746806686874,49.341135647859865,41.92475973009305,0.64900815,0.16843049,-66.95063,27.0,0.6234999983937864
HSC-I,15733,503,"5,3",157330503,49.4717099956657,42.2097756627793,49.60420363319108,42.11199117490361,49.60383076034955,42.30798847454052,49.33880583425778,42.30740721142155,49.34000268684557,42.11141390662108,0.6627751,0.13693,-74.51026,27.0,0.7839234780382753
HSC-I,15733,504,"5,4",157330504,49.470960273775944,42.39643985480814,49.6038485689326,42.298655186457054,49.60347347452221,42.49465456476087,49.33765901337598,42.49406948643984,49.33886299649589,42.29807411382718,0.6575205,0.14113803,-77.21927,27.0,0.9539447572892897
HSC-I,15733,600,"6,0",157330600,49.224130887514555,41.65134429673843,49.35582457213404,41.55619129472664,49.35471427769036,41.74748815970065,49.09204508957867,41.74634854040644,49.09394554441242,41.55505940989904,0.64280826,0.039592028,-41.387268,27.0,0.5611081679072664
HSC-I,15733,601,"6,1",157330601,49.222676345906606,41.83564648642045,49.35476859383585,41.73815623544564,49.353624586804656,41.93413320799992,49.09017990207423,41.932986021699904,49.092138060734385,41.73701699395326,0.6395022,0.088515066,-52.01766,27.0,0.6329417194924966
HSC-I,15733,602,"6,2",157330602,49.22119473649848,42.02229338980722,49.35367922415955,41.9248006900308,49.35252844178041,42.12078805117174,49.08830366812889,42.11963327703051,49.09027342298928,41.92365388257666,0.6597775,0.10138948,-76.89045,27.0,0.7461341175685263
HSC-I,15733,603,"6,3",157330603,49.2197043396027,42.20894819742031,49.35258340320249,42.111455137537554,49.351425785107274,42.30744872766349,49.0864162893226,42.306286344930626,49.088397743693776,42.11030074328189,0.6595684,0.083302304,-77.61511,27.0,0.8845917483357839
HSC-I,15733,700,"7,0",157330700,48.97435723145516,41.649992291628045,49.10641546424048,41.55512678048093,49.10455263146088,41.74641637134145,48.84190848048785,41.744707150179345,48.84456124839035,41.553429159114664,0.6379341,0.038226865,-20.521904,27.0,0.7432716905598101
HSC-I,15733,701,"7,1",157330701,48.97217567243669,41.83428559899899,49.104643762129015,41.73708480240162,49.10272436779452,41.933054303020675,48.83930494261119,41.93133373322021,48.84203825511447,41.73537614784904,0.63247746,0.05421697,-52.07917,27.0,0.7988989208994144
HSC-I,15733,702,"7,2",157330702,48.96995351767801,42.02092348294249,49.10281603734136,41.92372214134864,49.10088527631402,42.11970200997704,48.83668598725994,42.117970060297736,48.83943548453531,41.922002139723126,0.64174247,0.054560177,-70.917946,27.0,0.8912626179973653
HSC-I,15733,703,"7,3",157330703,48.96771818449709,42.2075692463612,49.100977489533314,42.11036945361776,49.099035260546586,42.30635553073787,48.83405147709102,42.30461217006696,48.83681730330617,42.10863807367238,0.6327658,0.09236789,-66.7518,27.0,1.0100191992236
HSC-I,15734,700,"7,0",157340700,50.96330750769825,41.649992291628045,51.09536574048356,41.55512678048093,51.09350290770396,41.74641637134146,50.83085875673093,41.744707150179345,50.83351152463342,41.55342915911467,0.67590904,0.026140196,-44.600307,27.0,0.7699894674634387
HSC-I,15734,701,"7,1",157340701,50.96112594867977,41.83428559899899,51.093594038372096,41.737084802401625,51.0916746440376,41.93305430302068,50.828255218854274,41.93133373322021,50.83098853135755,41.735376147849045,0.6704189,0.038021103,-74.061356,27.0,0.8208002918674931
HSC-I,15734,702,"7,2",157340702,50.958903793921095,42.0209234829425,51.09176631358443,41.92372214134864,51.0898355525571,42.11970200997705,50.82563626350302,42.11797006029774,50.82838576077839,41.92200213972313,0.67437184,0.053900775,-79.10445,27.0,0.9081860871818085
HSC-I,15734,800,"8,0",157340800,50.71668393332473,41.6481267321509,50.845980026785064,41.55352346521597,50.84336486806643,41.74480210065498,50.58700784939831,41.74258468280473,50.59039383209503,41.55132109520552,0.6386553,0.036215533,-52.55412,27.0,0.5890171087433197
