band,tract,patch,patch_s,skymap_id,ra2000,dec2000,llcra,llcdec,ulcra,ulcdec,urcra,urcdec,lrcra,lrcdec,seeing,ellipticity,ellipticity_pa,zeropt,sep_center_deg
HSC-G,15733,503,"5,3",157330503,49.4717099956657,42.2097756627793,49.60420363319108,42.11199117490361,49.60383076034955,42.30798847454052,49.33880583425778,42.30740721142155,49.34000268684557,42.11141390662108,0.6947134,0.07176649,-78.76357,27.0,0.7839234780382753
HSC-G,15733,504,"5,4",157330504,49.470960273775944,42.39643985480814,49.6038485689326,42.298655186457054,49.60347347452221,42.49465456476087,49.33765901337598,42.49406948643984,49.33886299649589,42.29807411382718,0.6831204,0.08297971,-82.19044,27.0,0.9539447572892897
HSC-G,15733,600,"6,0",157330600,49.224130887514555,41.65134429673843,49.35582457213404,41.55619129472664,49.35471427769036,41.74748815970065,49.09204508957867,41.74634854040644,49.09394554441242,41.55505940989904,0.6854257,0.011661386,-27.792736,27.0,0.5611081679072664
HSC-G,15733,601,"6,1",157330601,49.222676345906606,41.83564648642045,49.35476859383585,41.73815623544564,49.353624586804656,41.93413320799992,49.09017990207423,41.932986021699904,49.092138060734385,41.73701699395326,0.6903048,0.017253168,-60.317745,27.0,0.6329417194924966
HSC-G,15733,602,"6,2",157330602,49.22119473649848,42.02229338980722,49.35367922415955,41.9248006900308,49.35252844178041,42.12078805117174,49.08830366812889,42.11963327703051,49.09027342298928,41.92365388257666,0.70974547,0.05140898,-66.74008,27.0,0.7461341175685263
HSC-G,15733,603,"6,3",157330603,49.2197043396027,42.20894819742031,49.35258340320249,42.111455137537554,49.351425785107274,42.30744872766349,49.0864162893226,42.306286344930626,49.088397743693776,42.11030074328189,0.7000437,0.061185263,-72.72005,27.0,0.8845917483357839
HSC-G,15733,700,"7,0",157330700,48.97435723145516,41.649992291628045,49.10641546424048,41.55512678048093,49.10455263146088,41.74641637134145,48.84190848048785,41.744707150179345,48.84456124839035,41.553429159114664,0.6752096,0.0021675562,-55.694916,27.0,0.7432716905598101
HSC-G,15733,701,"7,1",157330701,48.97217567243669,41.83428559899899,49.104643762129015,41.73708480240162,49.10272436779452,41.933054303020675,48.83930494261119,41.93133373322021,48.84203825511447,41.73537614784904,0.68623704,0.023111016,-64.763084,27.0,0.7988989208994144
HSC-G,15733,702,"7,2",157330702,48.96995351767801,42.02092348294249,49.10281603734136,41.92372214134864,49.10088527631402,42.11970200997704,48.83668598725994,42.117970060297736,48.83943548453531,41.922002139723126,0.70124394,0.05610905,-66.4041,27.0,0.8912626179973653
HSC-G,15733,703,"7,3",157330703,48.96771818449709,42.2075692463612,49.100977489533314,42.11036945361776,49.099035260546586,42.30635553073787,48.83405147709102,42.30461217006696,48.83681730330617,42.10863807367238,0.67782164,0.06884142,-66.70179,27.0,1.0100191992236
HSC-G,15734,700,"7,0",157340700,50.96330750769825,41.649992291628045,51.09536574048356,41.55512678048093,51.09350290770396,41.74641637134146,50.83085875673093,41.744707150179345,50.83351152463342,41.55342915911467,0.69078034,0.036930658,-70.4653,27.0,0.7699894674634387
HSC-G,15734,701,"7,1",157340701,50.96112594867977,41.83428559899899,51.093594038372096,41.737084802401625,51.0916746440376,41.93305430302068,50.828255218854274,41.93133373322021,50.83098853135755,41.735376147849045,0.6989508,0.03840973,-70.823494,27.0,0.8208002918674931
HSC-G,15734,702,"7,2",157340702,50.958903793921095,42.0209234829425,51.09176631358443,41.92372214134864,51.0898355525571,42.11970200997705,50.82563626350302,42.11797006029774,50.82838576077839,41.92200213972313,0.69838554,0.040923297,-79.85053,27.0,0.9081860871818085
